taxid	species	phylum	superkingdom
3235108	Pseudomonas sp. B16120	Pseudomonadota	Bacteria
3235109	Pseudomonas sp. B19125	Pseudomonadota	Bacteria
3235110	Pseudomonas sp. B21128	Pseudomonadota	Bacteria
3235111	Pseudomonas sp. B22129	Pseudomonadota	Bacteria
3235112	Pseudomonas sp. B26140	Pseudomonadota	Bacteria
3236805	Leucobacter sp. HNU	Actinomycetota	Bacteria
3236815	Butyrivibrio sp. JL13D10	Bacillota	Bacteria
3236840	Clostridium sp. BJN0013	Bacillota	Bacteria
3236891	Psychrobacillus sp. L3	Bacillota	Bacteria
3236892	Psychrobacillus sp. L4	Bacillota	Bacteria
3237103	Alkalihalophilus sp. As8PL	Bacillota	Bacteria
3237298	Sulfurospirillum sp. hDNRA2	Campylobacterota	Bacteria
3237371	Burkholderia sp. 22PA0106	Pseudomonadota	Bacteria
3237372	Burkholderia sp. 22PA0099	Pseudomonadota	Bacteria
3237706	Pseudidiomarina sp. PP-1MA	Pseudomonadota	Bacteria
3237709	Escherichia sp. UTM R2	Pseudomonadota	Bacteria
3238303	Streptococcus sp. CP1998	Bacillota	Bacteria
3238594	Clostridium sp. HCS.1	Bacillota	Bacteria
3238623	Streptomyces sp. R02	Actinomycetota	Bacteria
3238624	Streptomyces sp. R08	Actinomycetota	Bacteria
3238625	Streptomyces sp. R11	Actinomycetota	Bacteria
3238626	Streptomyces sp. R17	Actinomycetota	Bacteria
3238627	Streptomyces sp. R21	Actinomycetota	Bacteria
3238628	Streptomyces sp. R28	Actinomycetota	Bacteria
3238629	Streptomyces sp. R33	Actinomycetota	Bacteria
3238630	Streptomyces sp. R35	Actinomycetota	Bacteria
3238631	Streptomyces sp. R39	Actinomycetota	Bacteria
3238632	Streptomyces sp. R41	Actinomycetota	Bacteria
3238633	Streptomyces sp. R44	Actinomycetota	Bacteria
3238634	Streptomyces sp. Y1	Actinomycetota	Bacteria
3238686	Sphingomonas sp. MMS24-J13	Pseudomonadota	Bacteria
3238748	Tenacibaculum sp. Pbs-1	Bacteroidota	Bacteria
3238799	Streptomyces sp. cg2	Actinomycetota	Bacteria
3238800	Dietzia sp. MNB45	Actinomycetota	Bacteria
3238801	Amycolatopsis sp. cg9	Actinomycetota	Bacteria
3238806	Sphingomonas sp. MMS24-J45	Pseudomonadota	Bacteria
3238809	Capnocytophaga sp. ARDL2	Bacteroidota	Bacteria
3239013	Bradyrhizobium sp. 1200_D9_N1_1	Pseudomonadota	Bacteria
3239014	Bradyrhizobium sp. 1200_D9_N1_2	Pseudomonadota	Bacteria
3239198	Pseudomonas sp. UBT	Pseudomonadota	Bacteria
3239224	Leifsonia sp. RCC_180	Actinomycetota	Bacteria
3239284	Streptomyces sp. RK9	Actinomycetota	Bacteria
3239289	Bartonella sp. B10	Pseudomonadota	Bacteria
3239290	Bartonella sp. B12(2025)	Pseudomonadota	Bacteria
3239291	Bartonella sp. B17	Pseudomonadota	Bacteria
3239292	Bartonella sp. B23	Pseudomonadota	Bacteria
3239293	Bartonella sp. B30(2025)	Pseudomonadota	Bacteria
3239294	Bartonella sp. B35(2025)	Pseudomonadota	Bacteria
3239295	Bartonella sp. B39	Pseudomonadota	Bacteria
3239296	Bartonella sp. B41	Pseudomonadota	Bacteria
3239306	Pleomorphomonas sp. PLEO	Pseudomonadota	Bacteria
3239420	Promicromonospora sp. Populi	Actinomycetota	Bacteria
3239807	Bartonella sp. DGB1	Pseudomonadota	Bacteria
3239825	Campylobacter sp. LH-2024	Campylobacterota	Bacteria
3239887	Actinoallomurus sp. CA-150999	Actinomycetota	Bacteria
3239890	Actinokineospora sp. CA-119265	Actinomycetota	Bacteria
3239891	Actinomycetospora sp. CA-053990	Actinomycetota	Bacteria
3239892	Actinomycetospora sp. CA-084318	Actinomycetota	Bacteria
3239893	Actinomycetospora sp. CA-101289	Actinomycetota	Bacteria
3239897	Actinoplanes sp. CA-015351	Actinomycetota	Bacteria
3239898	Actinoplanes sp. CA-030573	Actinomycetota	Bacteria
3239899	Actinoplanes sp. CA-051413	Actinomycetota	Bacteria
3239901	Actinoplanes sp. CA-084688	Actinomycetota	Bacteria
3239903	Actinoplanes sp. CA-142083	Actinomycetota	Bacteria
3239904	Actinoplanes sp. CA-151224	Actinomycetota	Bacteria
3239906	Actinoplanes sp. CA-252034	Actinomycetota	Bacteria
3239917	Actinosynnema sp. CS-041913	Actinomycetota	Bacteria
3239918	Amycolatopsis sp. CA-082387	Actinomycetota	Bacteria
3239919	Amycolatopsis sp. CA-096443	Actinomycetota	Bacteria
3239921	Amycolatopsis sp. CA-151526	Actinomycetota	Bacteria
3239922	Amycolatopsis sp. CA-161197	Actinomycetota	Bacteria
3239925	Amycolatopsis sp. CA-290885	Actinomycetota	Bacteria
3239926	Amycolatopsis sp. CA-293810	Actinomycetota	Bacteria
3239927	Dactylosporangium sp. CA-052675	Actinomycetota	Bacteria
3239929	Dactylosporangium sp. CA-092794	Actinomycetota	Bacteria
3239931	Dactylosporangium sp. CA-139114	Actinomycetota	Bacteria
3239934	Dactylosporangium sp. CA-233914	Actinomycetota	Bacteria
3239935	Dactylosporangium sp. CS-033363	Actinomycetota	Bacteria
3239936	Dactylosporangium sp. CS-047395	Actinomycetota	Bacteria
3239940	Kribbella sp. CA-245084	Actinomycetota	Bacteria
3239941	Kribbella sp. CA-247076	Actinomycetota	Bacteria
3239942	Kribbella sp. CA-253562	Actinomycetota	Bacteria
3239948	Kribbella sp. CA-294648	Actinomycetota	Bacteria
3239953	Microbispora sp. CA-135349	Actinomycetota	Bacteria
3239955	Micromonospora sp. CA-111912	Actinomycetota	Bacteria
3239957	Micromonospora sp. CA-240977	Actinomycetota	Bacteria
3239958	Micromonospora sp. CA-244673	Actinomycetota	Bacteria
3239959	Micromonospora sp. CA-246542	Actinomycetota	Bacteria
3239960	Micromonospora sp. CA-248089	Actinomycetota	Bacteria
3239961	Micromonospora sp. CA-248212	Actinomycetota	Bacteria
3239962	Micromonospora sp. CA-248260	Actinomycetota	Bacteria
3239963	Micromonospora sp. CA-249363	Actinomycetota	Bacteria
3239967	Micromonospora sp. CA-263727	Actinomycetota	Bacteria
3239968	Micromonospora sp. CA-269861	Actinomycetota	Bacteria
3239970	Nocardia sp. CA-084685	Actinomycetota	Bacteria
3239971	Nocardia sp. CA-095871	Actinomycetota	Bacteria
3239972	Nocardia sp. CA-107356	Actinomycetota	Bacteria
3239973	Nocardia sp. CA-119907	Actinomycetota	Bacteria
3239974	Nocardia sp. CA-120079	Actinomycetota	Bacteria
3239975	Nocardia sp. CA-128927	Actinomycetota	Bacteria
3239976	Nocardia sp. CA-129566	Actinomycetota	Bacteria
3239977	Nocardia sp. CA-135398	Actinomycetota	Bacteria
3239978	Nocardia sp. CA-135953	Actinomycetota	Bacteria
3239979	Nocardia sp. CA-136227	Actinomycetota	Bacteria
3239980	Nocardia sp. CA-145437	Actinomycetota	Bacteria
3239982	Nocardia sp. CA-151230	Actinomycetota	Bacteria
3239995	Nocardiopsis sp. CA-288880	Actinomycetota	Bacteria
3239996	Nonomuraea sp. CA-141351	Actinomycetota	Bacteria
3239997	Nonomuraea sp. CA-143628	Actinomycetota	Bacteria
3240002	Nonomuraea sp. CA-251285	Actinomycetota	Bacteria
3240003	Nonomuraea sp. CA-252377	Actinomycetota	Bacteria
3240013	Promicromonospora sp. CA-289581	Actinomycetota	Bacteria
3240016	Promicromonospora sp. CA-291202	Actinomycetota	Bacteria
3240019	Promicromonospora sp. CA-294714	Actinomycetota	Bacteria
3240023	Pseudonocardia sp. CA-138482	Actinomycetota	Bacteria
3240024	Pseudonocardia sp. CA-142604	Actinomycetota	Bacteria
3240027	Saccharopolyspora sp. CA-218241	Actinomycetota	Bacteria
3240029	Sphaerimonospora sp. CA-214678	Actinomycetota	Bacteria
3240030	Sphaerisporangium sp. CA-236357	Actinomycetota	Bacteria
3240033	Spirillospora sp. CA-128828	Actinomycetota	Bacteria
3240036	Spirillospora sp. CA-142024	Actinomycetota	Bacteria
3240037	Actinomadura sp. CA-154981	Actinomycetota	Bacteria
3240041	Spirillospora sp. CA-290852	Actinomycetota	Bacteria
3240042	Spirillospora sp. CA-294931	Actinomycetota	Bacteria
3240046	Streptomyces sp. CA-111067	Actinomycetota	Bacteria
3240050	Streptomyces sp. CA-136453	Actinomycetota	Bacteria
3240051	Streptomyces sp. CA-141956	Actinomycetota	Bacteria
3240052	Streptomyces sp. CA-142005	Actinomycetota	Bacteria
3240053	Streptomyces sp. CA-146814	Actinomycetota	Bacteria
3240059	Streptomyces sp. CA-250674	Actinomycetota	Bacteria
3240062	Streptomyces sp. CA-251247	Actinomycetota	Bacteria
3240065	Streptomyces sp. CA-251454	Actinomycetota	Bacteria
3240067	Streptomyces sp. CA-253872	Actinomycetota	Bacteria
3240070	Streptomyces sp. CA-294286	Actinomycetota	Bacteria
3240071	Streptosporangium sp. CA-115845	Actinomycetota	Bacteria
3240072	Streptosporangium sp. CA-135522	Actinomycetota	Bacteria
3240073	Streptosporangium sp. CA-235898	Actinomycetota	Bacteria
3240076	Streptosporangium sp. CA-256172	Actinomycetota	Bacteria
3240102	Bacillus sp. JNUCC-21	Bacillota	Bacteria
3240264	Pseudomonas sp. N2-3-1-14	Pseudomonadota	Bacteria
3240366	Bradyrhizobium sp. 482_C4_N1_1	Pseudomonadota	Bacteria
3240367	Bradyrhizobium sp. 482_C4_N1_8	Pseudomonadota	Bacteria
3240368	Bradyrhizobium sp. 521_C7_N1_3	Pseudomonadota	Bacteria
3240369	Bradyrhizobium sp. 590_E5_N4_2	Pseudomonadota	Bacteria
3240371	Bradyrhizobium sp. 613_E4_N2_2	Pseudomonadota	Bacteria
3240373	Bradyrhizobium sp. 63_E2_N1_3	Pseudomonadota	Bacteria
3240374	Bradyrhizobium sp. 930_D9_N1_4	Pseudomonadota	Bacteria
3240375	Bradyrhizobium sp. 956_D2_N1_4	Pseudomonadota	Bacteria
3240381	Bradyrhizobium sp. 215_C5_N1_2	Pseudomonadota	Bacteria
3240383	Desulfitobacterium sp. AusDCA	Bacillota	Bacteria
3240384	Bradyrhizobium sp. 215_C5_N1_1	Pseudomonadota	Bacteria
3240763	Tardiphaga sp. 862_B3_N1_1	Pseudomonadota	Bacteria
3240766	Tardiphaga sp. 866_E4_N1_4	Pseudomonadota	Bacteria
3240774	Tardiphaga sp. 215_C5_N2_1	Pseudomonadota	Bacteria
3240775	Tardiphaga sp. 285_C5_N1_2	Pseudomonadota	Bacteria
3240783	Tardiphaga sp. 768_D3_N2_1	Pseudomonadota	Bacteria
3240784	Tardiphaga sp. 71_E8_N1_1	Pseudomonadota	Bacteria
3240787	Tardiphaga sp. 172_B4_N1_3	Pseudomonadota	Bacteria
3240788	Tardiphaga sp. 20_F10_N6_6	Pseudomonadota	Bacteria
3240912	Xanthomonas sp. NCPPB 2632	Pseudomonadota	Bacteria
3240913	Xanthomonas sp. NCPPB 3005	Pseudomonadota	Bacteria
3240930	Psychrobacter sp. CLB018	Pseudomonadota	Bacteria
3240934	Streptomyces sp. QH1-20	Actinomycetota	Bacteria
3240935	Azospirillum sp. VT-I1	Pseudomonadota	Bacteria
3240977	Methanothermobacter sp. KEPCO 2	Methanobacteriota	Archaea
3241167	Vibrio sp. BS-M-Sm-2	Pseudomonadota	Bacteria
3241168	Litorimonas sp. RW-G-Af-16	Pseudomonadota	Bacteria
3241169	Marinomonas sp. RS-M-Aa-14	Pseudomonadota	Bacteria
3241170	Psychromonas sp. GE-S-Ul-11	Pseudomonadota	Bacteria
3241171	Pseudoalteromonas sp. RW-H-Ap-1	Pseudomonadota	Bacteria
3241576	Candidatus Leptofilum sp.	Chloroflexota	Bacteria
3241600	Pseudomonas sp. KT_2_4	Pseudomonadota	Bacteria
3241601	Cupriavidus sp. H18C1	Pseudomonadota	Bacteria
3241602	Cupriavidus sp. H18C2	Pseudomonadota	Bacteria
3241603	Cupriavidus sp. H19C3	Pseudomonadota	Bacteria
3242158	Cupriavidus sp. a3	Pseudomonadota	Bacteria
3242369	Ihubacter sp. rT4E-8	Bacillota	Bacteria
3242372	Paenibacillus sp. WG02	Bacillota	Bacteria
3242468	Candidatus Izemoplasma sp. B36	Mycoplasmatota	Bacteria
3242491	Pseudomonas sp. QE6	Pseudomonadota	Bacteria
3242492	Pseudoroseicyclus sp. CXY001	Pseudomonadota	Bacteria
3242500	Rhodanobacter sp. BL-MT-08	Pseudomonadota	Bacteria
3242663	Halomicrobium sp. HM KBTZ05	Methanobacteriota	Archaea
3242677	Pseudomonas sp. LW8	Pseudomonadota	Bacteria
3242678	Lysinibacillus sp. RS10	Bacillota	Bacteria
3242679	Peribacillus sp. RS7	Bacillota	Bacteria
3242680	Acinetobacter sp. RW6	Pseudomonadota	Bacteria
3242681	Paenibacillus sp. RS8	Bacillota	Bacteria
3242682	Lysinibacillus sp. RS11	Bacillota	Bacteria
3242697	Halopenitus sp. H-Gu1	Methanobacteriota	Archaea
3242699	Natrinema sp. H-ect4	Methanobacteriota	Archaea
3242725	Pseudomonas sp. QL9	Pseudomonadota	Bacteria
3242726	Wohlfahrtiimonas sp. XWW7	Pseudomonadota	Bacteria
3242727	Methanobrevibacter sp. DSM 116169	Methanobacteriota	Archaea
3242728	Dryocola sp. LX212	Pseudomonadota	Bacteria
3242855	Rhodococcus sp. NyZ502	Actinomycetota	Bacteria
3242979	Hominifimenecus sp. rT4P-3	Bacillota	Bacteria
3243004	Ralstonia sp. Ralssp110	Pseudomonadota	Bacteria
3243021	Pseudomonas sp. Pseusp16	Pseudomonadota	Bacteria
3243030	Luteibacter sp. Lutesp34	Pseudomonadota	Bacteria
3243033	Variovorax sp. Varisp41	Pseudomonadota	Bacteria
3243047	Curtobacterium sp. Curtsp57	Actinomycetota	Bacteria
3243051	Sphingomonas sp. Sphisp66	Pseudomonadota	Bacteria
3243057	Rhizobium sp. Rhizsp82	Pseudomonadota	Bacteria
3243060	Mucilaginibacter sp. Mucisp86	Bacteroidota	Bacteria
3243076	Rossellomorea sp. FM04394	Bacillota	Bacteria
3243332	Zavarzinia sp. CC-PAN008	Pseudomonadota	Bacteria
3243358	Microbulbifer sp. ANSA001	Pseudomonadota	Bacteria
3243359	Microbulbifer sp. ANSA002	Pseudomonadota	Bacteria
3243360	Microbulbifer sp. ANSA003	Pseudomonadota	Bacteria
3243361	Microbulbifer sp. ANSA004	Pseudomonadota	Bacteria
3243362	Microbulbifer sp. ANSA005	Pseudomonadota	Bacteria
3243363	Microbulbifer sp. AVAC002	Pseudomonadota	Bacteria
3243364	Microbulbifer sp. EKSA005	Pseudomonadota	Bacteria
3243365	Microbulbifer sp. EKSA006	Pseudomonadota	Bacteria
3243366	Microbulbifer sp. EKSA007	Pseudomonadota	Bacteria
3243367	Microbulbifer sp. EKSA008	Pseudomonadota	Bacteria
3243368	Microbulbifer sp. JMSA002	Pseudomonadota	Bacteria
3243369	Microbulbifer sp. JMSA003	Pseudomonadota	Bacteria
3243370	Microbulbifer sp. JMSA004	Pseudomonadota	Bacteria
3243371	Microbulbifer sp. JMSA006	Pseudomonadota	Bacteria
3243372	Microbulbifer sp. JMSA007	Pseudomonadota	Bacteria
3243373	Microbulbifer sp. JMSA008	Pseudomonadota	Bacteria
3243374	Microbulbifer sp. JTAC008	Pseudomonadota	Bacteria
3243375	Microbulbifer sp. PAAF003	Pseudomonadota	Bacteria
3243376	Microbulbifer sp. SSSA002	Pseudomonadota	Bacteria
3243377	Microbulbifer sp. SSSA003	Pseudomonadota	Bacteria
3243378	Microbulbifer sp. SSSA005	Pseudomonadota	Bacteria
3243379	Microbulbifer sp. SSSA007	Pseudomonadota	Bacteria
3243380	Microbulbifer sp. SSSA008	Pseudomonadota	Bacteria
3243381	Microbulbifer sp. TRSA001	Pseudomonadota	Bacteria
3243382	Microbulbifer sp. TRSA002	Pseudomonadota	Bacteria
3243383	Microbulbifer sp. TRSA005	Pseudomonadota	Bacteria
3243384	Microbulbifer sp. TRSA007	Pseudomonadota	Bacteria
3243385	Microbulbifer sp. VAAC004	Pseudomonadota	Bacteria
3243386	Microbulbifer sp. VTAC004	Pseudomonadota	Bacteria
3243387	Microbulbifer sp. VVAC002	Pseudomonadota	Bacteria
3243388	Microbulbifer sp. ZKSA002	Pseudomonadota	Bacteria
3243389	Microbulbifer sp. ZKSA004	Pseudomonadota	Bacteria
3243390	Microbulbifer sp. ZKSA006	Pseudomonadota	Bacteria
3243391	Microbulbifer sp. CnH-101-E	Pseudomonadota	Bacteria
3243392	Microbulbifer sp. CnH-101-F	Pseudomonadota	Bacteria
3243393	Microbulbifer sp. CnH-101-G	Pseudomonadota	Bacteria
3243394	Microbulbifer sp. DLAB2-AA	Pseudomonadota	Bacteria
3243395	Microbulbifer sp. DLAB2-AF	Pseudomonadota	Bacteria
3243396	Microbulbifer sp. PSTR4-B	Pseudomonadota	Bacteria
3243405	Xanthomonas sp. NCPPB 4468	Pseudomonadota	Bacteria
3243406	Xanthomonas sp. NCPPB 4467	Pseudomonadota	Bacteria
3243407	Xanthomonas sp. NCPPB 3443	Pseudomonadota	Bacteria
3243763	Leifsonia sp. LS-T14	Actinomycetota	Bacteria
3243765	Agromyces sp. MMS24-JH15	Actinomycetota	Bacteria
3243766	Paenibacillus sp. WLX1005	Bacillota	Bacteria
3248841	Gordonia sp. PS3	Actinomycetota	Bacteria
3252900	Mycoplasma sp. P36-A1	Mycoplasmatota	Bacteria
3256999	Streptomyces sp. YH02	Actinomycetota	Bacteria
3273430	Acidovorax sp. BLS4	Pseudomonadota	Bacteria
3273802	Microvirga sp. RSM25	Pseudomonadota	Bacteria
3294351	Fictibacillus sp. EA-CB0309	Bacillota	Bacteria
3294353	Bacillus sp. EA-CB0995	Bacillota	Bacteria
3296934	Paenibacillus sp. WLX2291	Bacillota	Bacteria
3297726	Staphylococcus sp. 11262D007BW	Bacillota	Bacteria
3298609	Haloimpatiens sporogenes	Bacillota	Bacteria
3298610	Haloimpatiens myeolchijeotgali	Bacillota	Bacteria
3304995	Nitrosomonas sp. TNE100	Pseudomonadota	Bacteria
3304996	Nitrosospira sp. TNL100	Pseudomonadota	Bacteria
3304997	Nitrosospira sp. TNL200	Pseudomonadota	Bacteria
3304998	Nitrosospira sp. TNL300	Pseudomonadota	Bacteria
3308998	Stenotrophomonas sp. P2112	Pseudomonadota	Bacteria
3308999	Enterobacter sp. fkY84-4	Pseudomonadota	Bacteria
3309000	Enterobacter sp. fkY84-1	Pseudomonadota	Bacteria
3315613	Bacillus sp. hwrm1	Bacillota	Bacteria
3317307	Mycobacterium sp. G7A2	Actinomycetota	Bacteria
3317319	Pseudomonas sp. Tun-23181	Pseudomonadota	Bacteria
3322121	Dechloromonas sp. ARDL1	Pseudomonadota	Bacteria
3341726	Arcticibacter sp. MXS-1	Bacteroidota	Bacteria
3341776	Neobacillus sp. S1115	Bacillota	Bacteria
3341777	Neobacillus sp. S1227	Bacillota	Bacteria
3341793	Paenibacillus sp. M2	Bacillota	Bacteria
3341830	Aeromicrobium sp. CTD01-1L150	Actinomycetota	Bacteria
3342096	Mucilaginibacter sp. cycad4	Bacteroidota	Bacteria
3342097	Variovorax sp. EBFNA2	Pseudomonadota	Bacteria
3342249	Agarivorans sp. DSG3-1	Pseudomonadota	Bacteria
3342349	Rhabdochlamydiaceae symbiont of Dictyostelium giganteum	Chlamydiota	Bacteria
3342386	Zobellella sp. DQSA1	Pseudomonadota	Bacteria
3342408	Methylocystis sp. NC52PC	Pseudomonadota	Bacteria
3342411	Lysinibacillus sp. RS5	Bacillota	Bacteria
3342488	Streptomyces sp. JL2001	Actinomycetota	Bacteria
3342489	Wolbachia sp. wLmal	Pseudomonadota	Bacteria
3342538	Paenibacillus sp. P36	Bacillota	Bacteria
3342640	Roseomonas sp. CCTCC AB2023176	Pseudomonadota	Bacteria
3342676	Shewanella sp. H8	Pseudomonadota	Bacteria
3342751	Microcystis sp. BLCC-F210	Cyanobacteriota	Bacteria
3344579	Bradyrhizobium sp. 8-10B	Pseudomonadota	Bacteria
3344828	Bradyrhizobium sp. ma5	Pseudomonadota	Bacteria
3344829	Bradyrhizobium sp. B025	Pseudomonadota	Bacteria
3344874	Pseudomonas sp. DCA-1	Pseudomonadota	Bacteria
3344875	Pseudooceanicola sp. LIPI14-2-Ac024	Pseudomonadota	Bacteria
3344879	Salmonella sp. HY31	Pseudomonadota	Bacteria
3345111	Sulfuriferula sp. GW1	Pseudomonadota	Bacteria
3345112	Sulfuriferula sp. GW6	Pseudomonadota	Bacteria
3345407	Lysinibacillus sp. fkY6-3	Bacillota	Bacteria
3345408	Lysinibacillus sp. fkY74-1	Bacillota	Bacteria
3348344	Dehalococcoides sp. THU4	Chloroflexota	Bacteria
3349178	Lysinibacillus sp. fkY65-2	Bacillota	Bacteria
3349333	Altererythrobacter sp. GH1-8	Pseudomonadota	Bacteria
3349434	Sphingomonas sp. DBB INV C78	Pseudomonadota	Bacteria
3349635	Oceanicaulis sp. LC35	Pseudomonadota	Bacteria
3349638	Kineococcus sp. DHX-1	Actinomycetota	Bacteria
3349698	Falsihalocynthiibacter sp. SS001	Pseudomonadota	Bacteria
3349875	Nostoc sp. C117	Cyanobacteriota	Bacteria
3349876	Nostoc sp. C110	Cyanobacteriota	Bacteria
3349877	Novosphingobium sp. BL-52-GroH	Pseudomonadota	Bacteria
3349878	Noviherbaspirillum sp. ST 5-3	Pseudomonadota	Bacteria
3350041	Mycobacterium sp. LRC2408	Actinomycetota	Bacteria
3350098	Pseudosulfitobacter sp. SM2401	Pseudomonadota	Bacteria
3350165	Allobosea sp. UC22_33	Pseudomonadota	Bacteria
3350166	Cnuibacter sp. UC19_7	Actinomycetota	Bacteria
3350167	Epilithonimonas sp. UC225_85	Bacteroidota	Bacteria
3350168	Herbiconiux sp. UC225_62	Actinomycetota	Bacteria
3350169	Hydrogenophaga sp. UC242_50	Pseudomonadota	Bacteria
3350170	Hydrogenophaga sp. UC242_53	Pseudomonadota	Bacteria
3350171	Mesorhizobium sp. UC74_2	Pseudomonadota	Bacteria
3350173	Pedobacter sp. UC225_65	Bacteroidota	Bacteria
3350174	Pseudoduganella sp. UC29_71	Pseudomonadota	Bacteria
3350175	Pseudoxanthomonas sp. UC19_8	Pseudomonadota	Bacteria
3350177	Roseateles sp. UC29_93	Pseudomonadota	Bacteria
3350178	Tahibacter sp. UC22_41	Pseudomonadota	Bacteria
3351346	Bradyrhizobium sp. YCK136	Pseudomonadota	Bacteria
3351461	Rhodanobacter sp. FW102-FHT14D06	Pseudomonadota	Bacteria
3351462	Rhodanobacter sp. FW102-FHT14D07	Pseudomonadota	Bacteria
3351514	Enterococcus sp. PLH-Efm8	Bacillota	Bacteria
3351560	Bacillus sp. SG20032	Bacillota	Bacteria
3366266	Acinetobacter sp. P1332	Pseudomonadota	Bacteria
3366287	Salmonella sp. WC3	Pseudomonadota	Bacteria
3366583	Bacillus sp. SG20033	Bacillota	Bacteria
3366811	Alcaligenes sp. WGS1538	Pseudomonadota	Bacteria
3366815	Luteimonas sp. WGS1318	Pseudomonadota	Bacteria
3366817	Burkholderia sp. F1	Pseudomonadota	Bacteria
3367156	Sphingobacterium sp. SG20118	Bacteroidota	Bacteria
3367288	Legionella sp. 227	Pseudomonadota	Bacteria
3367513	Lentzea sp. JNUCC 0626	Actinomycetota	Bacteria
3367525	Pseudomonas sp. NA-150	Pseudomonadota	Bacteria
3367687	Amycolatopsis sp. N2S4-7	Actinomycetota	Bacteria
3367743	Methylomonas sp. 2B	Pseudomonadota	Bacteria
3368557	Amaricoccus sp. B4	Pseudomonadota	Bacteria
3369415	Stutzerimonas sp. CQPMC-PStu	Pseudomonadota	Bacteria
3369658	Marinobacter sp. W-8	Pseudomonadota	Bacteria
3372850	Agromyces sp. MMS24-K17	Actinomycetota	Bacteria
3372854	Streptomyces sp. BBFR2	Actinomycetota	Bacteria
3372855	Streptomyces sp. BBFR25	Actinomycetota	Bacteria
3372856	Streptomyces sp. BBFR51	Actinomycetota	Bacteria
3372857	Parabacteroides sp. APC149_11_2_Y6	Bacteroidota	Bacteria
3373090	Methanococcoides sp. DA23	Methanobacteriota	Archaea
3373096	Paenibacillus sp. DP01	Bacillota	Bacteria
3373103	Sporosarcina sp. SG10008	Bacillota	Bacteria
3373541	Krasilnikovia sp. MM14-A1004	Actinomycetota	Bacteria
3373596	Clostridium sp. 10cd*	Bacillota	Bacteria
3373597	Chitinibacter sp. S2-10	Pseudomonadota	Bacteria
3373603	Neisseria sp. 23W00296	Pseudomonadota	Bacteria
3373604	Microbulbifer sp. CNSA002	Pseudomonadota	Bacteria
3373674	Acetobacter sp. KSO5	Pseudomonadota	Bacteria
3374103	Limnohabitans sp. DCL3	Pseudomonadota	Bacteria
3374104	Limnohabitans sp. YIMB22184	Pseudomonadota	Bacteria
3374109	Arcobacter sp. 15-2	Campylobacterota	Bacteria
3374187	Candidatus Pelagibacter bacterium nBUS_25	Pseudomonadota	Bacteria
3374188	Candidatus Pelagibacter bacterium nBUS_27	Pseudomonadota	Bacteria
3374189	Candidatus Pelagibacter bacterium nBUS_28	Pseudomonadota	Bacteria
3374190	Candidatus Pelagibacter bacterium nBUS_29	Pseudomonadota	Bacteria
3374191	Candidatus Pelagibacter bacterium nBUS_30	Pseudomonadota	Bacteria
3374192	Candidatus Pelagibacter bacterium nBUS_32	Pseudomonadota	Bacteria
3374193	Candidatus Pelagibacter bacterium nBUS_33	Pseudomonadota	Bacteria
3374194	Candidatus Pelagibacter bacterium nBUS_36	Pseudomonadota	Bacteria
3374195	Candidatus Pelagibacter bacterium nBUS_44	Pseudomonadota	Bacteria
3374196	Candidatus Pelagibacter bacterium nBUS_49	Pseudomonadota	Bacteria
3374281	Vibrio sp. D3	Pseudomonadota	Bacteria
3374549	Aminobacter sp. UC22_36	Pseudomonadota	Bacteria
3374550	Arthrobacter sp. UC242_113	Actinomycetota	Bacteria
3374551	Caulobacter sp. UC70_42	Pseudomonadota	Bacteria
3374552	Mesorhizobium sp. UC22_110	Pseudomonadota	Bacteria
3374553	Pseudoduganella sp. UC29_106	Pseudomonadota	Bacteria
3374554	Variovorax sp. UC122_21	Pseudomonadota	Bacteria
3374555	Variovorax sp. UC74_104	Pseudomonadota	Bacteria
3375638	Serratia sp. szju	Pseudomonadota	Bacteria
